scenario,spearman,kendall_tau_b,mean_abs_rank_shift,max_abs_rank_shift,top_k_jaccard,l1_from_equal,max_weight,family,varied_component,target_weight
40,0.9775588396278051,0.8941798941798942,1.2142857142857142,5.0,1.0,0.18203505058621708,0.2910175252931085,dirichlet_10,,
41,0.9792008757525997,0.91005291005291,1.1428571428571428,5.0,1.0,0.20514230619954077,0.26497666263243286,dirichlet_10,,
42,0.9644225506294472,0.8677248677248677,1.4285714285714286,6.0,0.8181818181818182,0.332035762658084,0.2841660781940998,dirichlet_10,,
43,0.980295566502463,0.8994708994708994,1.0714285714285714,4.0,0.8181818181818182,0.19725423142066922,0.2751315325178466,dirichlet_10,,
44,0.9813902572523261,0.9047619047619047,1.1428571428571428,4.0,1.0,0.16972233409139562,0.27785320883582876,dirichlet_10,,
45,0.990695128626163,0.9417989417989417,0.7142857142857143,2.0,0.8181818181818182,0.11316844558884634,0.23618452725045816,dirichlet_10,,
46,0.9770114942528736,0.8994708994708994,1.2857142857142858,4.0,1.0,0.17719682840697748,0.24974545876963541,dirichlet_10,,
47,0.9562123700054733,0.857142857142857,1.5,9.0,0.6666666666666666,0.35822478283037346,0.3202491391513494,dirichlet_10,,
48,0.983032293377121,0.9206349206349207,0.9285714285714286,5.0,1.0,0.11342326275431974,0.25416321138585024,dirichlet_10,,
49,0.9928845101258894,0.947089947089947,0.5714285714285714,2.0,1.0,0.05217356354760633,0.22606392448546608,dirichlet_10,,
50,0.9879584017515052,0.9365079365079365,0.7857142857142857,4.0,1.0,0.10763594620206557,0.2271538302998254,dirichlet_10,,
51,0.9775588396278051,0.8994708994708994,1.1428571428571428,5.0,0.8181818181818182,0.2625911195814058,0.28547214199887344,dirichlet_10,,
52,0.9912424740010948,0.9365079365079365,0.7142857142857143,3.0,0.8181818181818182,0.17050914932922698,0.24399538021509035,dirichlet_10,,
53,0.9682539682539683,0.8783068783068783,1.3571428571428572,6.0,0.8181818181818182,0.23984405745960427,0.25838581553965223,dirichlet_10,,
54,0.9616858237547894,0.8518518518518519,1.6428571428571428,7.0,0.8181818181818182,0.36250451135693795,0.27395155971789603,dirichlet_10,,
55,0.9874110563765736,0.9259259259259259,0.7142857142857143,4.0,1.0,0.11921250411925993,0.25960625205963,dirichlet_10,,
56,0.9726327312534209,0.8677248677248677,1.4285714285714286,4.0,0.6666666666666666,0.2534957665990938,0.2681079144588838,dirichlet_10,,
57,0.9863163656267103,0.9153439153439152,0.9285714285714286,3.0,0.8181818181818182,0.24572465380229405,0.2623023984955277,dirichlet_10,,
58,0.9846743295019157,0.9206349206349207,1.0,3.0,1.0,0.19420557704816765,0.2558577378109158,dirichlet_10,,
59,0.9819376026272578,0.9047619047619047,1.0714285714285714,4.0,0.8181818181818182,0.20195033434548998,0.25271021438139135,dirichlet_10,,
60,0.9759168035030105,0.8994708994708994,1.1428571428571428,7.0,0.8181818181818182,0.33971517055702166,0.36007007663533197,dirichlet_10,,
61,0.9901477832512315,0.947089947089947,0.6428571428571429,3.0,1.0,0.10875066137694847,0.21507786937545204,dirichlet_10,,
62,0.980295566502463,0.9047619047619047,1.1428571428571428,5.0,1.0,0.1769674882506577,0.26346550874922664,dirichlet_10,,
63,0.9934318555008209,0.9523809523809524,0.5714285714285714,2.0,1.0,0.08543397898442273,0.22906764756866876,dirichlet_10,,
64,0.9611384783798578,0.857142857142857,1.4285714285714286,6.0,1.0,0.24985211108988659,0.3241618604748214,dirichlet_10,,
65,0.9737274220032841,0.8994708994708994,1.2142857142857142,5.0,1.0,0.26900173876729583,0.25497006055654936,dirichlet_10,,
66,0.9085933223864259,0.7724867724867724,2.357142857142857,12.0,0.8181818181818182,0.3130017361900651,0.33267203822860597,dirichlet_10,,
67,0.9693486590038315,0.8730158730158729,1.2857142857142858,5.0,0.8181818181818182,0.26815542933286535,0.31851537436878813,dirichlet_10,,
68,0.9939792008757526,0.9629629629629629,0.5,3.0,0.8181818181818182,0.11114942315801493,0.2548389129218982,dirichlet_10,,
69,0.9337712096332785,0.8042328042328042,2.142857142857143,7.0,0.6666666666666666,0.40862012087619937,0.35177305689825317,dirichlet_10,,
70,0.9720853858784892,0.8888888888888887,1.2857142857142858,6.0,0.8181818181818182,0.3183301677807612,0.2911734408360704,dirichlet_10,,
71,0.9737274220032841,0.8835978835978835,1.2857142857142858,6.0,1.0,0.3867734477724816,0.337135987285277,dirichlet_10,,
72,0.9731800766283524,0.8783068783068783,1.3571428571428572,4.0,0.8181818181818182,0.2789746248295103,0.33948731241475516,dirichlet_10,,
73,0.9797482211275315,0.8994708994708994,1.2142857142857142,4.0,0.6666666666666666,0.24383222217018097,0.2657903624338571,dirichlet_10,,
74,0.9917898193760263,0.9576719576719577,0.5714285714285714,4.0,1.0,0.2539948045958035,0.2546606461318805,dirichlet_10,,
75,0.9890530925013684,0.9259259259259259,0.8571428571428571,3.0,0.8181818181818182,0.15868771632381035,0.25009177903748625,dirichlet_10,,
76,0.9770114942528736,0.8994708994708994,1.2142857142857142,5.0,0.8181818181818182,0.12136359835404642,0.26068179917702317,dirichlet_10,,
77,0.9896004378762999,0.9365079365079365,0.7142857142857143,3.0,0.8181818181818182,0.1600819345035312,0.24447482066546797,dirichlet_10,,
78,0.9764641488779421,0.9047619047619047,1.1428571428571428,7.0,0.8181818181818182,0.3085632972500034,0.3240595580854803,dirichlet_10,,
79,0.9343185550082101,0.8095238095238094,2.0,9.0,0.8181818181818182,0.2994317643691272,0.2859308200852669,dirichlet_10,,
80,0.9852216748768472,0.91005291005291,0.9285714285714286,3.0,0.8181818181818182,0.13339638165396106,0.2666981908269805,dirichlet_10,,
81,0.9813902572523261,0.91005291005291,1.1428571428571428,4.0,0.8181818181818182,0.23963088312848366,0.2955842255359389,dirichlet_10,,
82,0.980295566502463,0.91005291005291,1.0714285714285714,5.0,0.8181818181818182,0.23436810734114208,0.26254676710083724,dirichlet_10,,
83,0.980295566502463,0.9312169312169312,0.9285714285714286,7.0,0.8181818181818182,0.24491452298736707,0.3115355721826147,dirichlet_10,,
84,0.9786535303776682,0.8888888888888887,1.2857142857142858,4.0,0.6666666666666666,0.219804024067798,0.26606677145787383,dirichlet_10,,
