ticker,media_score,awards_score,expertise_score,face_score,communication_score,index_equal,index_critic,company_finance,age,industry_raw,ticker_raw,employees_2024,employees_2025,fixed_assets_2024,fixed_assets_2025,assets_2024,assets_2025,debt_2024,debt_2025,roa_2024,roa_2025,Цена акций на начало 2024,Цена акций на конец 2024,Дивиденды 2024,stock_return_2024,Цена акций на начало 2025,Цена акций на конец 2025,Дивиденды 2025,stock_return_2025,state_2024,state_2025,leverage_2024,leverage_2025,fixed_assets_ratio_2024,fixed_assets_ratio_2025,log_assets_2024,log_employees_2024,industry_group,media_score_10,awards_score_10,expertise_score_10,face_score_10,communication_score_10,index_equal_10,index_critic_10,roa_2025_w,stock_return_2025_w
MRKU,41.034073486229154,7.447686681539542,39.02618821325072,38.19302899406835,100.0,45.14019547501755,50.33477252433747,"ПАО ""РОССЕТИ УРАЛ""",21,Передача электроэнергии,MRKU,,,93582469000.0,104149000000.0,123934000000.0,141540000000.0,61596369000.0,66671343000.0,0.1229,0.1188,0.373,0.3436,0.0758,0.12,0.3368,0.4846,0.0612,0.62,1,1,0.497007532,0.471041001,0.75509633,0.735823718,25.543015002787325,,Передача электроэнергии,4.103407348622915,0.7447686681539543,3.902618821325072,3.8193028994068348,10.0,4.514019547501755,5.033477252433746,0.1188,0.62
MRKV,43.425328270793635,7.028388887238244,38.361867347790536,51.961179696307056,100.0,48.1553528404259,52.37085943152281,"ПАО ""РОССЕТИ ВОЛГА""",19,Передача электроэнергии,MRKV,,,69190660000.0,79976510000.0,86384071000.0,105433000000.0,37003477000.0,46549788000.0,0.0394,0.1136,0.056,0.0644,0.0074,0.28,0.06405,0.15405,0.0212,1.74,1,1,0.428359958,0.441508695,0.80096549,0.758549632,25.18206913233347,,Передача электроэнергии,4.3425328270793635,0.7028388887238244,3.8361867347790537,5.196117969630706,10.0,4.81553528404259,5.237085943152281,0.1136,1.0774000000000006
MRKZ,44.736522526409686,4.726901221977507,45.30529268579022,49.43524250075179,100.0,48.84079178698585,53.09139372404616,"ПАО ""РОССЕТИ СЕВЕРО-ЗАПАД""",21,Передача электроэнергии,MRKZ,,,46473875000.0,52916214000.0,73919429000.0,86698123000.0,51446854000.0,60531709000.0,0.0334,0.046,0.0912,0.05505,0.0,-0.4,0.0542,0.09765,0.0,0.8,1,1,0.695985544,0.698189383,0.62870988,0.610350169,25.026241539682907,,Передача электроэнергии,4.473652252640969,0.47269012219775075,4.530529268579022,4.943524250075179,10.0,4.884079178698585,5.3091393724046165,0.046,0.8
MSRS,50.70884770819585,1.626216062121093,42.41047461076073,46.51904534746996,100.0,48.25291674570953,52.16079539013525,"ПАО ""РОССЕТИ МОСКОВСКИЙ РЕГИОН"", ПАО ""РОССЕТИ МР""",21,Передача электроэнергии,MSRS,15245.0,,434039000000.0,509917000000.0,525985000000.0,605177000000.0,297747000000.0,344199000000.0,0.0399,0.0708,1.2995,1.1635,0.151,0.01,1.155,1.46,0.187,0.43,1,1,0.566075048,0.568758002,0.82519289,0.842591336,26.988538532167233,9.632006859422356,Передача электроэнергии,5.0708847708195846,0.1626216062121093,4.241047461076073,4.651904534746996,10.0,4.825291674570953,5.216079539013525,0.0708,0.43
MTSS,68.90133047381534,25.564679438381916,43.836958929438765,50.75010102132141,100.0,57.81061397259148,60.77146998291517,"ПАО ""МТС""",26,Деятельность по предоставлению услуг подвижной связи для целей передачи данных,MTSS,,,428984000000.0,412195000000.0,1329580000000.0,1521630000000.0,1239310000000.0,1395390000000.0,0.0307,0.0183,250.2,210.65,35.0,-0.02,205.3,213.9,35.0,0.21,0,0,0.932101839,0.917035644,0.32264501,0.270889719,27.91588421881653,,Прочие,6.890133047381534,2.5564679438381916,4.3836958929438765,5.075010102132142,10.0,5.7810613972591485,6.077146998291517,0.0183,0.21
NKNC,52.03606496891562,11.889673752089385,36.826273529334784,57.50229313151695,100.0,51.65086107637136,55.04636047275557,"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""",33,Производство пластмасс и синтетических смол в первичных формах,NKNC,,,364068000000.0,447733000000.0,525680000000.0,615400000000.0,262833000000.0,338907000000.0,0.0668,0.0333,104.05,90.0,2.93,-0.11,90.05,78.05,0.83,-0.12,0,0,0.499985909,0.550709599,0.69256605,0.727546936,26.987958499536024,,Прочие,5.203606496891561,1.1889673752089385,3.6826273529334785,5.750229313151695,10.0,5.165086107637136,5.504636047275557,0.0333,-0.12
NLMK,62.25763222538684,16.050519693040453,42.01566680414644,44.375950893570725,100.0,52.9399539232289,56.50064269712709,"ПАО ""НЛМК""",33,"Производство стали в слитках, выплавляемой прочими способами",NLMK,,,321588000000.0,364587000000.0,894223000000.0,914624000000.0,310472000000.0,244027000000.0,0.0559,0.0958,180.94,147.78,25.43,-0.04,144.54,106.72,0.0,-0.26,0,0,0.347197432,0.266806107,0.35962803,0.398619014,27.519221021730647,,Прочие,6.225763222538684,1.6050519693040453,4.201566680414644,4.437595089357073,10.0,5.2939953923228895,5.6500642697127095,0.0958,-0.26
PHOR,54.24100391268339,7.910725005458144,22.007466896041414,48.380730277560765,100.0,46.50798521834874,50.101573907296284,"ПАО ""ФОСАГРО""",24,Деятельность холдинговых компаний,PHOR,,,11967000.0,8875000.0,291884000000.0,335268000000.0,243044000000.0,252642000000.0,0.2809,0.2314,6663.0,6386.0,345.0,0.01,6305.0,6369.0,273.0,0.05,0,0,0.832676012,0.753551403,4.0999e-05,2.64713e-05,26.399622300011952,,Деятельность холдинговых компаний,5.424100391268339,0.7910725005458145,2.2007466896041414,4.838073027756076,10.0,4.650798521834874,5.010157390729629,0.2314,0.05
PIKK,58.75552149674226,5.441262027389575,22.130402494202063,51.19781330355147,100.0,47.50499986437707,50.55819669200587,"ПАО ""ПИК СЗ""",31,"Капиталовложения в уставные капиталы, венчурное инвестирование, в том числе посредством инвестиционных компаний",PIKK,1881.0,,1436451000.0,744985000.0,280688000000.0,292628000000.0,97517312000.0,85857786000.0,0.0106,0.0835,678.9,507.8,0.0,-0.25,505.9,477.8,0.0,-0.06,0,0,0.347421996,0.293402773,0.0051176,0.002545846,26.36050956913324,7.53955882930103,Прочие,5.875552149674226,0.5441262027389575,2.213040249420206,5.119781330355147,10.0,4.750499986437707,5.055819669200587,0.0835,-0.06
POSI,46.5561935738224,4.009431185717002,25.025840982539428,49.43402408278279,0.0,25.00509796497233,19.086421466988153,"ПАО ""Группа Позитив""",23,Деятельность консультативная и работы в области компьютерных технологий,POSI,3160.0,2605.0,3279563000.0,3151183000.0,52700000000.0,61000000000.0,26400000000.0,24000000000.0,0.069,0.119,2037.0,2046.8,4.56,0.01,2011.4,991.4,28.08,-0.49,0,0,0.500948767,0.393442623,0.0622308,0.051658738,24.687881292493728,8.058327306580958,Прочие,4.65561935738224,0.4009431185717002,2.502584098253943,4.9434024082782795,0.0,2.5005097964972327,1.9086421466988153,0.119,-0.49
